trip_id,pickup_ts,dropoff_ts,vendor_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,pickup_borough,dropoff_borough,payment_type,load_ts
T00004862,2024-01-12 10:23:00,2024-01-12 11:18:00,V001,1,3.19,26.55,3.27,29.92,Manhattan,Queens,Card,2024-01-14 05:03:00
T00004863,2024-01-22 17:15:00,2024-01-22 18:05:00,V001,2,3.46,26.35,1.42,27.79,Brooklyn,Manhattan,Cash,2024-01-24 17:38:00
T00004864,2024-01-11 04:41:00,2024-01-11 05:37:00,V002,1,2.77,25.96,7.00,33.28,Manhattan,Brooklyn,Card,2024-01-12 22:30:00
T00004865,2024-06-21 04:32:00,2024-06-21 05:00:00,V004,2,3.40,18.06,5.33,23.54,Queens,Manhattan,Card,2024-06-24 01:20:00
T00004866,2024-01-06 20:04:00,2024-01-06 21:05:00,V001,1,3.15,27.77,7.32,36.86,Brooklyn,Brooklyn,Card,2024-01-06 23:20:00
T00004867,2024-02-18 21:21:00,2024-02-18 22:14:00,V002,1,2.74,24.92,5.17,31.67,Manhattan,Manhattan,Card,2024-02-19 07:47:00
T00004868,2024-04-28 20:59:00,2024-04-28 21:52:00,V001,2,1.78,24.03,2.73,28.56,Manhattan,Brooklyn,Card,2024-04-30 19:41:00
T00004869,2024-03-22 02:14:00,2024-03-22 02:56:00,V004,1,0.74,18.33,1.57,21.04,Manhattan,Brooklyn,Card,2024-03-22 15:17:00
T00004870,2024-05-09 04:00:00,2024-05-09 04:52:00,V004,1,3.29,25.79,0.36,27.19,Manhattan,Queens,Cash,2024-05-10 04:45:00
T00004871,2024-04-07 05:28:00,2024-04-07 05:35:00,V001,1,1.73,8.15,1.32,10.87,Brooklyn,Brooklyn,Card,2024-04-08 19:14:00
T00004872,2024-03-16 16:42:00,2024-03-16 16:58:00,V003,4,5.35,18.20,1.34,20.53,Brooklyn,Queens,Other,2024-03-16 19:47:00
T00004873,2024-04-24 16:55:00,2024-04-24 18:01:00,V003,2,4.63,34.43,7.99,43.58,Queens,Staten Island,Card,2024-04-25 07:53:00
T00004874,2024-01-26 08:03:00,2024-01-26 08:51:00,V002,1,0.61,19.73,2.22,24.46,Brooklyn,Queens,Card,2024-01-26 18:19:00
T00004875,2024-02-26 19:29:00,2024-02-26 20:33:00,V001,1,2.83,28.91,2.80,33.84,Queens,Manhattan,Other,2024-02-27 12:20:00
T00004876,2024-05-03 16:26:00,2024-05-03 17:27:00,V002,4,7.28,38.70,8.64,49.24,Brooklyn,Manhattan,Card,2024-05-06 00:52:00
T00004877,2024-03-03 03:05:00,2024-03-03 03:59:00,V001,1,3.26,28.62,3.18,32.82,Brooklyn,Queens,Card,2024-03-03 22:48:00
T00004878,2024-04-01 08:50:00,2024-04-01 08:57:00,V001,4,8.04,21.45,1.22,25.20,Queens,Brooklyn,Cash,2024-04-03 13:47:00
T00004879,2024-04-16 16:30:00,2024-04-16 17:36:00,V002,4,1.93,26.89,6.74,33.69,Manhattan,Queens,Card,2024-04-18 01:36:00
T00004880,2024-06-14 07:52:00,2024-06-14 08:39:00,V003,5,8.97,37.32,1.18,40.74,Queens,Brooklyn,Cash,2024-06-15 21:23:00
T00004881,2024-01-23 15:25:00,2024-01-23 15:42:00,V001,5,5.05,18.58,4.47,23.85,Brooklyn,Manhattan,Card,2024-01-25 21:23:00
T00004882,2024-04-25 06:37:00,2024-04-25 07:02:00,V002,3,6.21,23.21,4.84,29.22,Brooklyn,Manhattan,Card,2024-04-28 05:06:00
T00004883,2024-01-30 03:30:00,2024-01-30 04:17:00,V004,4,1.26,19.89,0.23,20.58,Queens,Manhattan,Cash,2024-01-30 13:33:00
T00004884,2024-02-26 15:13:00,2024-02-26 15:40:00,V003,1,2.92,17.72,0.86,20.31,Bronx,Manhattan,Cash,2024-02-29 13:39:00
T00004885,2024-06-20 07:28:00,2024-06-20 08:01:00,V001,3,5.69,24.70,6.29,31.66,Queens,Bronx,Card,2024-06-21 22:09:00
T00004886,2024-03-04 03:27:00,2024-03-04 03:40:00,V004,3,5.74,19.32,5.46,25.52,Manhattan,Brooklyn,Card,2024-03-04 14:56:00
T00004887,2024-02-17 20:01:00,2024-02-17 21:12:00,V002,3,1.73,30.48,2.79,35.34,Brooklyn,Bronx,Card,2024-02-18 05:50:00
T00004888,2024-06-09 14:14:00,2024-06-09 15:11:00,V002,2,5.24,33.00,4.61,37.83,Brooklyn,Bronx,Card,2024-06-09 18:18:00
T00004889,2024-01-16 23:37:00,2024-01-17 00:34:00,V002,1,1.69,25.73,4.13,31.64,Queens,Brooklyn,Card,2024-01-17 21:25:00
T00004890,2024-01-14 12:05:00,2024-01-14 13:13:00,V004,2,0.85,26.13,3.70,32.30,Manhattan,Queens,Card,2024-01-17 01:00:00
T00004891,2024-05-04 06:58:00,2024-05-04 08:05:00,V001,1,1.44,26.92,7.22,36.70,Manhattan,Manhattan,Card,2024-05-04 21:11:00
T00004892,2024-05-07 04:13:00,2024-05-07 05:11:00,V001,1,3.23,29.49,1.86,33.14,Manhattan,Brooklyn,Cash,2024-05-08 06:07:00
T00004893,2024-04-13 03:27:00,2024-04-13 04:01:00,V001,1,2.47,19.39,4.03,24.55,Bronx,Queens,Card,2024-04-15 11:06:00
T00004894,2024-04-24 12:55:00,2024-04-24 13:12:00,V002,1,1.38,11.23,0.07,11.36,Brooklyn,Manhattan,Cash,2024-04-27 06:24:00
T00004895,2024-02-12 00:52:00,2024-02-12 01:52:00,V002,2,3.19,30.10,3.17,34.19,Staten Island,Brooklyn,Card,2024-02-12 08:02:00
T00004896,2024-02-04 18:07:00,2024-02-04 18:44:00,V001,1,3.31,21.68,2.54,26.72,Queens,Queens,Other,2024-02-06 02:28:00
T00004897,2024-04-28 02:05:00,2024-04-28 03:10:00,V001,2,2.79,30.30,3.70,35.68,Manhattan,Manhattan,Card,2024-04-28 19:30:00
T00004898,2024-05-07 00:56:00,2024-05-07 01:46:00,V001,4,0.60,20.57,5.54,27.56,Staten Island,Queens,Card,2024-05-10 01:28:00
T00004899,2024-06-17 16:44:00,2024-06-17 17:43:00,V001,2,1.18,23.84,4.29,30.52,Manhattan,Bronx,Card,2024-06-18 06:38:00
T00004900,2024-01-31 05:37:00,2024-01-31 05:48:00,V004,1,2.77,11.53,1.84,15.88,Brooklyn,Brooklyn,Card,2024-02-01 23:26:00
T00004901,2024-02-28 15:48:00,2024-02-28 16:23:00,V001,1,3.11,21.09,5.52,29.06,Queens,Manhattan,Card,2024-02-29 18:43:00
T00004902,2024-06-06 21:24:00,2024-06-06 22:24:00,V001,1,7.86,39.72,9.76,49.58,Manhattan,Manhattan,Card,2024-06-07 00:24:00
T00004903,2024-06-20 05:12:00,2024-06-20 06:14:00,V002,4,2.03,27.18,3.91,33.39,Manhattan,Manhattan,Card,2024-06-22 07:05:00
T00004904,2024-06-24 05:33:00,2024-06-24 06:23:00,V002,4,0.95,22.30,2.32,27.25,Brooklyn,Brooklyn,Other,2024-06-25 07:39:00
T00004905,2024-03-27 08:40:00,2024-03-27 09:24:00,V002,1,4.17,24.86,2.71,27.84,Brooklyn,Manhattan,Card,2024-03-30 05:23:00
T00004906,2024-04-13 07:24:00,2024-04-13 08:00:00,V001,1,0.94,17.64,3.01,23.22,Brooklyn,Bronx,Card,2024-04-14 07:46:00
T00004907,2024-03-21 22:33:00,2024-03-21 22:57:00,V002,1,7.79,26.11,1.58,28.10,Manhattan,Bronx,Cash,2024-03-23 00:59:00
T00004908,2024-01-06 21:20:00,2024-01-06 22:30:00,V003,4,6.63,40.47,0.80,42.96,Manhattan,Queens,Cash,2024-01-08 17:33:00
T00004909,2024-06-27 22:00:00,2024-06-27 22:08:00,V001,1,2.49,9.68,0.89,12.98,Manhattan,Manhattan,Card,2024-06-30 16:23:00
T00004910,2024-05-30 07:33:00,2024-05-30 08:10:00,V002,4,4.59,23.59,3.81,27.67,Manhattan,Queens,Card,2024-06-01 22:08:00
T00004911,2024-01-06 14:46:00,2024-01-06 15:12:00,V004,2,1.00,14.51,2.11,17.88,Brooklyn,Brooklyn,Card,2024-01-09 00:05:00
T00004912,2024-01-27 00:55:00,2024-01-27 01:59:00,V001,4,3.48,29.29,0.30,32.16,Queens,Brooklyn,Cash,2024-01-28 02:17:00
T00004913,2024-01-14 08:12:00,2024-01-14 08:33:00,V002,3,7.00,25.77,3.07,30.21,Manhattan,Brooklyn,Card,2024-01-16 21:14:00
T00004914,2024-06-18 19:44:00,2024-06-18 20:37:00,V001,6,4.07,27.59,7.49,36.09,Queens,Manhattan,Card,2024-06-21 01:11:00
T00004915,2024-03-26 12:31:00,2024-03-26 13:10:00,V001,3,2.02,20.95,5.11,28.62,Manhattan,Brooklyn,Card,2024-03-27 14:50:00
T00004916,2024-02-09 22:05:00,2024-02-09 22:39:00,V004,2,5.20,24.18,6.48,33.33,Brooklyn,Bronx,Card,2024-02-12 11:20:00
T00004917,2024-06-26 11:05:00,2024-06-26 11:47:00,V001,1,8.79,36.00,8.55,45.96,Queens,Queens,Card,2024-06-27 02:05:00
T00004918,2024-05-22 05:29:00,2024-05-22 06:35:00,V004,4,4.33,31.96,2.21,35.52,Queens,Manhattan,Cash,2024-05-23 05:03:00
T00004919,2024-03-30 19:42:00,2024-03-30 20:27:00,V003,2,6.85,32.56,9.76,42.98,Manhattan,Manhattan,Card,2024-04-02 03:05:00
T00004920,2024-06-02 03:24:00,2024-06-02 03:59:00,V003,3,1.83,18.06,4.79,24.87,Brooklyn,Queens,Card,2024-06-02 15:10:00
T00004921,2024-05-25 13:43:00,2024-05-25 14:00:00,V003,1,3.75,15.98,0.87,18.79,Brooklyn,Manhattan,Cash,2024-05-28 02:21:00
T00004922,2024-04-17 09:03:00,2024-04-17 10:02:00,V003,2,4.17,30.34,7.48,38.00,Queens,Manhattan,Card,2024-04-19 12:00:00
T00004923,2024-04-15 16:35:00,2024-04-15 17:42:00,V001,1,16.36,60.03,0.99,61.22,Queens,Manhattan,Other,2024-04-17 18:24:00
T00004924,2024-01-23 10:50:00,2024-01-23 11:50:00,V004,5,5.01,31.68,8.08,41.07,Bronx,Staten Island,Card,2024-01-24 08:36:00
T00004925,2024-04-10 21:07:00,2024-04-10 21:44:00,V001,2,3.28,21.57,0.01,22.41,Brooklyn,Staten Island,Cash,2024-04-11 13:29:00
T00004926,2024-01-24 07:27:00,2024-01-24 07:33:00,V002,1,3.02,12.39,1.28,14.40,Queens,Staten Island,Card,2024-01-27 04:27:00
T00004927,2024-03-24 01:18:00,2024-03-24 02:23:00,V001,2,2.95,31.38,0.28,34.26,Staten Island,Brooklyn,Cash,2024-03-24 16:06:00
T00004928,2024-06-26 01:16:00,2024-06-26 01:38:00,V003,2,2.08,14.60,3.07,20.11,Queens,Manhattan,Card,2024-06-28 22:26:00
T00004929,2024-03-17 13:30:00,2024-03-17 14:08:00,V001,1,1.06,18.01,5.38,25.01,Manhattan,Manhattan,Card,2024-03-18 11:04:00
T00004930,2024-03-28 05:41:00,2024-03-28 06:47:00,V001,2,2.84,30.98,9.13,41.29,Queens,Brooklyn,Card,2024-03-29 04:31:00
T00004931,2024-03-17 17:48:00,2024-03-17 18:31:00,V004,1,5.68,28.52,3.93,32.82,Manhattan,Queens,Card,2024-03-20 13:10:00
T00004932,2024-05-02 21:35:00,2024-05-02 22:13:00,V001,1,7.02,28.83,0.81,30.35,Brooklyn,Bronx,Cash,2024-05-04 16:32:00
T00004933,2024-04-04 23:29:00,2024-04-05 00:28:00,V001,1,2.19,25.67,4.32,31.07,Queens,Queens,Card,2024-04-07 20:31:00
T00004934,2024-01-27 03:06:00,2024-01-27 03:48:00,V001,1,6.74,29.11,2.82,32.65,Brooklyn,Brooklyn,Card,2024-01-27 13:55:00
T00004935,2024-01-11 15:47:00,2024-01-11 16:45:00,V002,3,3.17,29.06,8.59,38.96,Manhattan,Staten Island,Card,2024-01-13 09:12:00
T00004936,2024-02-08 03:34:00,2024-02-08 03:57:00,V004,2,4.51,21.16,0.42,21.73,Bronx,Brooklyn,Cash,2024-02-10 17:59:00
T00004937,2024-05-28 04:24:00,2024-05-28 05:10:00,V002,6,6.55,32.52,3.63,38.22,Brooklyn,Queens,Card,2024-05-28 11:22:00
T00004938,2024-05-16 11:25:00,2024-05-16 12:11:00,V002,1,0.51,18.21,3.00,22.89,Queens,Manhattan,Card,2024-05-16 15:36:00
T00004939,2024-04-25 06:03:00,2024-04-25 07:15:00,V002,1,1.20,29.03,0.75,32.24,Brooklyn,Brooklyn,Cash,2024-04-27 16:12:00
T00004940,2024-02-17 02:17:00,2024-02-17 03:00:00,V002,2,1.17,18.08,2.11,20.95,Bronx,Bronx,Card,2024-02-18 06:01:00
T00004941,2024-03-13 22:04:00,2024-03-13 22:54:00,V001,1,4.83,30.47,2.78,33.74,Manhattan,Brooklyn,Card,2024-03-15 20:24:00
T00004942,2024-06-14 11:09:00,2024-06-14 12:07:00,V002,2,1.59,24.31,1.53,27.84,Manhattan,Brooklyn,Cash,2024-06-14 21:19:00
T00004943,2024-06-03 13:58:00,2024-06-03 14:40:00,V002,2,4.29,25.12,1.96,28.62,Manhattan,Brooklyn,Other,2024-06-04 11:45:00
T00004944,2024-04-29 14:18:00,2024-04-29 14:36:00,V003,3,2.01,13.10,0.44,16.25,Manhattan,Manhattan,Cash,2024-05-02 12:19:00
T00004945,2024-03-27 04:23:00,2024-03-27 05:21:00,V002,2,2.29,27.28,5.57,34.66,Manhattan,Queens,Card,2024-03-28 16:21:00
T00004946,2024-01-07 16:34:00,2024-01-07 17:47:00,V001,4,1.48,30.25,4.53,36.71,Queens,Manhattan,Card,2024-01-08 19:14:00
T00004947,2024-03-25 23:52:00,2024-03-26 00:00:00,V002,4,4.89,17.12,2.63,21.55,Queens,Manhattan,Card,2024-03-27 22:04:00
T00004948,2024-02-09 00:51:00,2024-02-09 01:12:00,V003,1,1.64,12.87,2.89,16.93,Bronx,Brooklyn,Card,2024-02-09 07:27:00
T00004949,2024-06-02 09:23:00,2024-06-02 09:27:00,V003,2,2.71,8.68,0.92,9.96,Manhattan,Manhattan,Card,2024-06-04 13:05:00
T00004950,2024-06-08 18:13:00,2024-06-08 18:28:00,V004,1,1.55,11.63,1.16,13.54,Bronx,Brooklyn,Card,2024-06-10 19:39:00
T00004951,2024-01-25 19:55:00,2024-01-25 21:05:00,V002,1,6.81,39.73,2.40,42.20,Queens,Bronx,Cash,2024-01-27 17:09:00
T00004952,2024-01-29 10:33:00,2024-01-29 11:25:00,V001,2,1.27,22.31,3.22,27.56,Manhattan,Manhattan,Card,2024-01-30 15:19:00
T00004953,2024-03-29 12:29:00,2024-03-29 12:51:00,V003,2,1.24,11.38,2.25,16.23,Brooklyn,Brooklyn,Card,2024-03-30 13:06:00
T00004954,2024-04-20 17:50:00,2024-04-20 18:34:00,V002,4,2.79,23.13,1.60,26.47,Brooklyn,Brooklyn,Cash,2024-04-21 20:03:00
T00004955,2024-06-04 22:28:00,2024-06-04 23:24:00,V001,3,3.87,28.59,6.69,36.06,Staten Island,Bronx,Card,2024-06-05 19:40:00
T00004956,2024-04-23 04:20:00,2024-04-23 04:28:00,V003,4,1.11,6.52,0.44,7.45,Queens,Brooklyn,Cash,2024-04-25 01:22:00
T00004957,2024-05-12 12:42:00,2024-05-12 13:41:00,V001,1,2.66,28.67,5.42,35.82,Bronx,Queens,Card,2024-05-13 06:57:00
T00004958,2024-05-25 07:42:00,2024-05-25 08:05:00,V004,2,15.91,44.61,10.38,56.35,Bronx,Brooklyn,Card,2024-05-25 21:08:00
T00004959,2024-03-06 20:48:00,2024-03-06 21:38:00,V003,1,1.47,22.31,3.83,28.60,Bronx,Queens,Card,2024-03-07 06:33:00
T00004960,2024-05-14 02:35:00,2024-05-14 03:15:00,V003,2,8.27,33.76,2.96,38.31,Manhattan,Queens,Other,2024-05-14 07:32:00
T00004961,2024-04-16 18:10:00,2024-04-16 18:54:00,V002,3,0.90,20.03,0.55,22.96,Brooklyn,Bronx,Cash,2024-04-18 17:40:00
T00004962,2024-05-13 11:24:00,2024-05-13 11:40:00,V001,1,3.70,15.07,0.17,16.37,Bronx,Brooklyn,Cash,2024-05-15 21:20:00
T00004963,2024-04-10 19:05:00,2024-04-10 20:20:00,V004,1,0.23,26.25,7.78,35.74,Bronx,Manhattan,Card,2024-04-11 17:58:00
T00004964,2024-06-12 06:35:00,2024-06-12 07:34:00,V002,1,7.62,37.44,8.20,45.74,Manhattan,Manhattan,Card,2024-06-13 22:33:00
T00004965,2024-05-24 08:33:00,2024-05-24 08:48:00,V002,4,5.58,20.47,0.10,23.00,Manhattan,Manhattan,Other,2024-05-26 03:11:00
T00004966,2024-06-01 11:22:00,2024-06-01 12:01:00,V001,2,3.88,22.75,1.53,24.85,Queens,Bronx,Cash,2024-06-02 13:28:00
T00004967,2024-04-02 08:23:00,2024-04-02 09:18:00,V003,1,4.74,31.83,7.27,41.77,Queens,Manhattan,Card,2024-04-04 18:46:00
T00004968,2024-02-18 23:21:00,2024-02-18 23:37:00,V002,1,0.79,9.17,2.41,11.65,Manhattan,Queens,Card,2024-02-21 07:07:00
T00004969,2024-04-13 18:14:00,2024-04-13 19:12:00,V002,1,1.49,24.86,3.84,30.80,Staten Island,Manhattan,Card,2024-04-15 05:21:00
T00004970,2024-01-07 17:16:00,2024-01-07 17:27:00,V002,2,3.74,13.93,3.99,18.59,Queens,Queens,Card,2024-01-08 15:11:00
T00004971,2024-05-23 00:16:00,2024-05-23 00:28:00,V001,1,7.53,22.89,5.96,30.90,Bronx,Brooklyn,Card,2024-05-25 20:25:00
T00004972,2024-01-08 04:18:00,2024-01-08 05:22:00,V001,2,2.97,28.50,1.26,31.32,Brooklyn,Brooklyn,Cash,2024-01-10 16:21:00
T00004973,2024-02-05 09:44:00,2024-02-05 10:30:00,V002,1,2.03,21.90,5.41,28.14,Manhattan,Staten Island,Card,2024-02-08 05:39:00
T00004974,2024-01-07 13:30:00,2024-01-07 14:24:00,V001,1,2.95,27.30,2.36,30.21,Manhattan,Queens,Card,2024-01-08 01:49:00
T00004975,2024-02-24 14:18:00,2024-02-24 14:55:00,V001,1,1.47,16.73,2.26,19.42,Brooklyn,Manhattan,Card,2024-02-25 09:52:00
T00004976,2024-03-31 21:47:00,2024-03-31 22:00:00,V004,1,5.29,17.59,2.54,21.55,Manhattan,Bronx,Card,2024-04-03 16:48:00
T00004977,2024-04-02 12:34:00,2024-04-02 13:02:00,V004,2,4.14,21.45,1.36,24.00,Queens,Bronx,Cash,2024-04-02 14:59:00
T00004978,2024-06-12 08:19:00,2024-06-12 08:26:00,V003,2,4.34,13.05,3.77,18.73,Brooklyn,Manhattan,Card,2024-06-15 00:24:00
T00004979,2024-06-24 06:36:00,2024-06-24 07:16:00,V001,1,0.89,19.11,5.63,26.58,Manhattan,Queens,Card,2024-06-26 16:35:00
T00004980,2024-02-24 10:58:00,2024-02-24 11:25:00,V001,1,2.48,17.41,4.74,24.57,Manhattan,Brooklyn,Card,2024-02-25 16:15:00
T00004981,2024-02-25 10:54:00,2024-02-25 11:59:00,V002,1,5.19,35.33,9.42,45.30,Brooklyn,Queens,Card,2024-02-26 12:58:00
T00004982,2024-01-29 16:50:00,2024-01-29 17:46:00,V003,1,2.42,26.78,4.26,31.83,Queens,Manhattan,Card,2024-01-29 23:33:00
T00004983,2024-02-28 18:34:00,2024-02-28 19:21:00,V001,5,3.96,26.62,1.57,29.65,Queens,Manhattan,Cash,2024-03-01 08:14:00
T00004984,2024-03-26 21:03:00,2024-03-26 22:05:00,V003,1,7.08,38.56,1.55,42.05,Queens,Queens,Other,2024-03-27 15:18:00
T00004985,2024-05-17 03:43:00,2024-05-17 03:55:00,V001,1,4.25,16.47,1.04,17.80,Bronx,Brooklyn,Cash,2024-05-19 18:01:00
T00004986,2024-03-17 09:10:00,2024-03-17 09:31:00,V002,1,8.14,27.83,2.41,32.42,Queens,Brooklyn,Card,2024-03-18 19:46:00
T00004987,2024-02-09 18:35:00,2024-02-09 18:51:00,V001,1,8.60,24.97,2.71,28.46,Bronx,Bronx,Other,2024-02-12 12:36:00
T00004988,2024-01-14 17:58:00,2024-01-14 18:03:00,V002,2,0.68,7.15,0.44,7.75,Bronx,Brooklyn,Cash,2024-01-16 15:32:00
T00004989,2024-04-04 11:48:00,2024-04-04 12:01:00,V001,1,2.17,10.68,0.18,11.52,Queens,Manhattan,Cash,2024-04-06 02:02:00
T00004990,2024-05-20 20:30:00,2024-05-20 21:28:00,V002,1,5.96,33.66,1.33,37.35,Manhattan,Manhattan,Cash,2024-05-23 21:20:00
T00004991,2024-03-06 22:27:00,2024-03-06 22:37:00,V002,1,2.95,12.12,2.62,14.90,Brooklyn,Brooklyn,Card,2024-03-09 07:38:00
T00004992,2024-04-20 07:43:00,2024-04-20 08:03:00,V002,1,1.41,12.81,2.30,17.56,Manhattan,Queens,Card,2024-04-23 02:51:00
T00004993,2024-01-03 01:15:00,2024-01-03 01:27:00,V001,1,3.76,14.79,1.66,16.80,Manhattan,Brooklyn,Card,2024-01-04 08:20:00
T00004994,2024-06-09 14:07:00,2024-06-09 14:19:00,V002,4,4.00,15.72,2.20,20.67,Manhattan,Brooklyn,Card,2024-06-12 08:06:00
T00004995,2024-05-06 07:20:00,2024-05-06 08:15:00,V002,4,5.90,34.16,1.06,37.47,Bronx,Bronx,Cash,2024-05-06 13:55:00
T00004996,2024-02-06 22:28:00,2024-02-06 23:24:00,V002,1,4.68,31.47,0.19,32.19,Manhattan,Brooklyn,Cash,2024-02-07 23:32:00
T00004997,2024-02-05 20:35:00,2024-02-05 21:13:00,V004,2,3.64,22.93,4.03,27.99,Queens,Queens,Card,2024-02-08 03:40:00
T00004998,2024-02-26 21:02:00,2024-02-26 21:45:00,V001,2,3.74,25.91,5.32,32.79,Manhattan,Brooklyn,Card,2024-02-29 01:50:00
T00004999,2024-04-03 19:48:00,2024-04-03 19:52:00,V002,3,3.47,10.94,2.96,15.21,Brooklyn,Bronx,Card,2024-04-04 13:53:00
T00005000,2024-05-28 07:37:00,2024-05-28 08:23:00,V003,1,7.49,32.91,0.06,33.05,Bronx,Manhattan,Cash,2024-05-31 00:20:00
T00005001,2024-06-16 22:33:00,2024-06-16 23:02:00,V004,2,3.25,19.02,1.76,21.33,Bronx,Manhattan,Card,2024-06-17 14:52:00
T00005002,2024-06-01 14:16:00,2024-06-01 15:03:00,V004,2,1.93,20.71,4.50,26.61,Brooklyn,Queens,Card,2024-06-04 01:58:00
T00005003,2024-03-25 17:28:00,2024-03-25 18:06:00,V001,2,0.51,16.59,2.21,19.18,Brooklyn,Queens,Card,2024-03-28 06:20:00
T00005004,2024-05-13 07:26:00,2024-05-13 08:10:00,V001,4,0.70,19.19,5.55,26.21,Brooklyn,Manhattan,Card,2024-05-15 13:43:00
T00005005,2024-05-02 14:38:00,2024-05-02 15:26:00,V001,5,1.09,21.46,3.64,27.84,Queens,Brooklyn,Card,2024-05-04 21:09:00
T00005006,2024-05-25 16:23:00,2024-05-25 17:37:00,V003,2,4.31,35.40,9.83,47.28,Brooklyn,Queens,Card,2024-05-26 17:24:00
T00005007,2024-03-23 04:30:00,2024-03-23 05:32:00,V003,1,1.36,26.75,5.16,33.59,Brooklyn,Manhattan,Card,2024-03-23 14:45:00
T00005008,2024-03-15 12:19:00,2024-03-15 12:41:00,V002,1,1.21,11.44,0.64,13.22,Manhattan,Manhattan,Cash,2024-03-16 17:11:00
T00005009,2024-04-06 19:50:00,2024-04-06 20:24:00,V001,2,4.73,23.67,1.13,26.56,Bronx,Queens,Cash,2024-04-08 07:26:00
T00005010,2024-01-22 16:21:00,2024-01-22 17:10:00,V004,1,3.86,25.73,5.65,31.92,Queens,Manhattan,Card,2024-01-22 20:15:00
T00005011,2024-06-23 02:21:00,2024-06-23 03:11:00,V004,2,11.25,41.71,10.92,53.06,Manhattan,Queens,Card,2024-06-24 07:36:00
T00005012,2024-01-10 20:01:00,2024-01-10 21:08:00,V002,3,5.24,35.87,0.37,37.91,Queens,Brooklyn,Cash,2024-01-11 17:28:00
T00005013,2024-04-24 19:44:00,2024-04-24 20:33:00,V002,2,11.55,41.80,5.08,49.03,Manhattan,Brooklyn,Card,2024-04-25 00:50:00
T00005014,2024-05-30 08:48:00,2024-05-30 09:17:00,V001,2,4.94,23.18,6.41,29.81,Manhattan,Bronx,Card,2024-05-31 08:50:00
T00005015,2024-05-12 07:54:00,2024-05-12 08:10:00,V001,6,3.62,15.62,4.49,20.57,Queens,Brooklyn,Card,2024-05-13 18:37:00
T00005016,2024-02-14 16:06:00,2024-02-14 16:26:00,V001,4,2.22,14.84,3.34,20.24,Queens,Brooklyn,Card,2024-02-16 21:46:00
T00005017,2024-02-02 08:20:00,2024-02-02 08:38:00,V003,5,3.75,16.43,1.39,18.99,Manhattan,Manhattan,Card,2024-02-03 01:26:00
T00005018,2024-03-15 09:27:00,2024-03-15 09:58:00,V004,1,1.47,14.75,3.29,18.38,Manhattan,Manhattan,Card,2024-03-15 16:40:00
T00005019,2024-05-16 02:18:00,2024-05-16 03:11:00,V004,1,0.54,21.86,5.53,28.09,Manhattan,Manhattan,Card,2024-05-17 21:28:00
T00005020,2024-05-28 05:41:00,2024-05-28 06:37:00,V001,3,7.09,36.13,4.75,43.49,Queens,Manhattan,Card,2024-05-29 16:14:00
T00005021,2024-05-09 13:53:00,2024-05-09 14:45:00,V004,1,0.54,21.73,3.16,25.29,Queens,Manhattan,Card,2024-05-09 23:16:00
T00005022,2024-01-23 04:00:00,2024-01-23 04:28:00,V003,1,4.26,19.88,5.62,28.05,Staten Island,Manhattan,Card,2024-01-24 14:53:00
T00005023,2024-06-05 17:49:00,2024-06-05 17:53:00,V004,2,1.22,7.01,0.15,9.75,Queens,Manhattan,Cash,2024-06-06 18:58:00
T00005024,2024-06-10 11:46:00,2024-06-10 11:58:00,V003,1,0.80,8.94,0.95,11.84,Manhattan,Brooklyn,Card,2024-06-12 17:31:00
T00005025,2024-03-26 20:33:00,2024-03-26 21:11:00,V004,3,4.87,23.96,6.04,30.29,Queens,Queens,Card,2024-03-28 02:53:00
T00005026,2024-05-06 14:41:00,2024-05-06 15:23:00,V002,1,3.49,23.89,7.10,32.33,Brooklyn,Manhattan,Card,2024-05-08 13:22:00
T00005027,2024-03-15 15:05:00,2024-03-15 15:46:00,V002,2,2.20,21.38,0.88,22.90,Queens,Bronx,Cash,2024-03-16 05:50:00
T00005028,2024-02-29 05:12:00,2024-02-29 06:24:00,V002,1,4.79,37.52,6.20,44.41,Manhattan,Manhattan,Card,2024-03-01 04:14:00
T00005029,2024-01-04 13:08:00,2024-01-04 13:48:00,V002,1,1.28,17.42,2.19,19.91,Manhattan,Brooklyn,Card,2024-01-07 02:50:00
T00005030,2024-02-13 09:44:00,2024-02-13 10:14:00,V003,1,5.67,25.85,1.82,30.39,Brooklyn,Queens,Other,2024-02-16 03:29:00
T00005031,2024-06-09 03:27:00,2024-06-09 04:00:00,V002,1,7.29,29.70,0.21,31.39,Queens,Brooklyn,Cash,2024-06-10 14:31:00
T00005032,2024-01-07 18:45:00,2024-01-07 19:47:00,V001,3,2.05,28.38,1.09,31.20,Queens,Manhattan,Cash,2024-01-10 18:31:00
T00005033,2024-06-08 23:32:00,2024-06-09 00:31:00,V003,1,4.41,29.82,2.56,34.39,Bronx,Bronx,Other,2024-06-09 19:02:00
T00005034,2024-06-21 02:21:00,2024-06-21 03:28:00,V001,5,6.65,38.33,2.17,40.93,Bronx,Bronx,Cash,2024-06-22 23:38:00
T00005035,2024-05-06 11:43:00,2024-05-06 12:16:00,V002,2,4.18,20.99,2.94,24.79,Queens,Staten Island,Card,2024-05-07 12:39:00
